瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),嚼档(%),利汲(cm),傈款樊(10盒困)
146,傈林,2022-04-04 12:00,15.7,,1.7,29,,0
146,傈林,2022-04-04 13:00,15.8,,3,23,,0
146,傈林,2022-04-04 14:00,16.5,,3.5,24,,0
146,傈林,2022-04-04 15:00,17.2,,3.3,25,,0
146,傈林,2022-04-04 16:00,16.5,,3.5,28,,0
146,傈林,2022-04-04 17:00,15.6,,3,22,,0
146,傈林,2022-04-04 18:00,14,,3.1,28,,0
146,傈林,2022-04-04 19:00,11.6,,1.9,33,,6
146,傈林,2022-04-04 20:00,10.3,,1.5,40,,
146,傈林,2022-04-04 21:00,9.5,,1.7,46,,0
146,傈林,2022-04-04 22:00,8.4,,1.4,51,,0
146,傈林,2022-04-04 23:00,8.4,,.6,48,,0
146,傈林,2022-04-05 00:00,6.7,,.6,55,,0
146,傈林,2022-04-05 01:00,5.7,,1.5,59,,0
146,傈林,2022-04-05 02:00,4.9,,1.5,59,,7
146,傈林,2022-04-05 03:00,4.5,,1.4,61,,0
146,傈林,2022-04-05 04:00,3.6,,.7,63,,0
146,傈林,2022-04-05 05:00,3.4,,.8,67,,0
146,傈林,2022-04-05 06:00,3,,1.6,66,,2
146,傈林,2022-04-05 07:00,3.6,,1,64,,4
146,傈林,2022-04-05 08:00,6.1,,.8,54,,1
146,傈林,2022-04-05 09:00,8.7,,.5,42,,4
146,傈林,2022-04-05 10:00,11.3,,.9,31,,3
146,傈林,2022-04-05 11:00,15,,.6,25,,8
146,傈林,2022-04-05 12:00,15.9,,1.8,22,,10
146,傈林,2022-04-05 13:00,16.6,,2.3,23,,10
146,傈林,2022-04-05 14:00,17,,2.8,21,,8
146,傈林,2022-04-05 15:00,16.8,,2.4,26,,8
146,傈林,2022-04-05 16:00,16.4,,3,25,,7
146,傈林,2022-04-05 17:00,15.2,,2.9,24,,8
146,傈林,2022-04-05 18:00,13.8,,3.1,25,,8
146,傈林,2022-04-05 19:00,12.3,,1.6,27,,7
146,傈林,2022-04-05 20:00,11.5,,1.2,27,,9
146,傈林,2022-04-05 21:00,11.1,,.6,24,,9
146,傈林,2022-04-05 22:00,9.8,,1.6,37,,7
146,傈林,2022-04-05 23:00,9,,1.1,40,,6
146,傈林,2022-04-06 00:00,8.7,,1.2,40,,7
146,傈林,2022-04-06 01:00,8.6,,.6,43,,6
146,傈林,2022-04-06 02:00,6.9,,1.4,47,,0
146,傈林,2022-04-06 03:00,6.3,,1,51,,3
146,傈林,2022-04-06 04:00,6.1,,1.1,49,,6
146,傈林,2022-04-06 05:00,5.4,,1.4,54,,0
146,傈林,2022-04-06 06:00,4.8,,1,57,,3
146,傈林,2022-04-06 07:00,5.5,,1.5,55,,4
146,傈林,2022-04-06 08:00,8.1,,.9,50,,0
146,傈林,2022-04-06 09:00,10.2,,.8,60,,0
146,傈林,2022-04-06 10:00,11.7,,1.4,64,,0
146,傈林,2022-04-06 11:00,13.6,,.9,47,,0
146,傈林,2022-04-06 12:00,14.9,,1.9,44,,0
146,傈林,2022-04-06 13:00,16.2,,1.6,43,,0
146,傈林,2022-04-06 14:00,18,,1.2,39,,0
146,傈林,2022-04-06 15:00,18.8,,2.4,36,,0
146,傈林,2022-04-06 16:00,19.5,,1.9,39,,0
146,傈林,2022-04-06 17:00,16.7,,2.6,54,,0
146,傈林,2022-04-06 18:00,14.7,,2.2,61,,0
146,傈林,2022-04-06 19:00,12.5,,2.2,70,,0
146,傈林,2022-04-06 20:00,10.9,,1.5,74,,2
146,傈林,2022-04-06 21:00,10.3,,1.4,67,,0
146,傈林,2022-04-06 22:00,9.6,,1.6,60,,2
146,傈林,2022-04-06 23:00,9,,1.5,74,,2
146,傈林,2022-04-07 00:00,7.8,,.8,78,,5
146,傈林,2022-04-07 01:00,7.6,,.6,76,,0
146,傈林,2022-04-07 02:00,8,,1.1,74,,6
146,傈林,2022-04-07 03:00,7.9,,.7,74,,9
146,傈林,2022-04-07 04:00,7.5,,1.1,77,,10
146,傈林,2022-04-07 05:00,6.7,1.7,2.7,92,,10
146,傈林,2022-04-07 06:00,6.7,.9,.9,92,,10
146,傈林,2022-04-07 07:00,7.3,,.9,93,,10
146,傈林,2022-04-07 08:00,7.8,0,.9,91,,10
146,傈林,2022-04-07 09:00,8.8,.2,1.1,88,,10
146,傈林,2022-04-07 10:00,10.1,,1.4,78,,9
146,傈林,2022-04-07 11:00,11.5,,1.4,61,,0
146,傈林,2022-04-07 12:00,13.6,,2,52,,0
146,傈林,2022-04-07 13:00,14.8,,2.5,47,,0
146,傈林,2022-04-07 14:00,16.1,,2.8,40,,0
146,傈林,2022-04-07 15:00,16.4,,2.7,36,,0
146,傈林,2022-04-07 16:00,16,,3,31,,0
146,傈林,2022-04-07 17:00,14.8,,3.5,34,,0
146,傈林,2022-04-07 18:00,13.1,,3.2,34,,0
146,傈林,2022-04-07 19:00,11,,1.7,33,,0
146,傈林,2022-04-07 20:00,10.1,,1.2,38,,0
146,傈林,2022-04-07 21:00,9.5,,1.1,47,,0
146,傈林,2022-04-07 22:00,9.1,,.9,48,,0
146,傈林,2022-04-07 23:00,8.7,,.6,50,,0
146,傈林,2022-04-08 00:00,7.7,,1.2,55,,0
146,傈林,2022-04-08 01:00,7,,1.2,57,,1
146,傈林,2022-04-08 02:00,6.1,,.9,60,,1
146,傈林,2022-04-08 03:00,5.2,,1.4,62,,0
146,傈林,2022-04-08 04:00,5.4,,.8,56,,0
146,傈林,2022-04-08 05:00,4.5,,1.5,59,,0
146,傈林,2022-04-08 06:00,5.1,,.4,54,,0
146,傈林,2022-04-08 07:00,5.5,,1.2,56,,0
146,傈林,2022-04-08 08:00,8.7,,.5,44,,0
146,傈林,2022-04-08 09:00,11,,.9,35,,0
146,傈林,2022-04-08 10:00,14,,1.4,37,,0
146,傈林,2022-04-08 11:00,16.3,,2.1,35,,0
146,傈林,2022-04-08 12:00,18.8,,1.3,29,,0
146,傈林,2022-04-08 13:00,20,,1.7,24,,0
146,傈林,2022-04-08 14:00,20.6,,2.3,24,,0
146,傈林,2022-04-08 15:00,21.8,,2,24,,0
146,傈林,2022-04-08 16:00,21.3,,2.3,25,,0
146,傈林,2022-04-08 17:00,21.7,,2.3,27,,0
146,傈林,2022-04-08 18:00,20.1,,2.3,28,,0
146,傈林,2022-04-08 19:00,17.7,,2,30,,0
146,傈林,2022-04-08 20:00,16.8,,1.6,33,,0
146,傈林,2022-04-08 21:00,16,,.6,37,,0
146,傈林,2022-04-08 22:00,14.5,,1.4,44,,5
146,傈林,2022-04-08 23:00,13.2,,1.7,51,,0
146,傈林,2022-04-09 00:00,12.5,,1.5,51,,1
146,傈林,2022-04-09 01:00,12.8,,1.9,47,,0
146,傈林,2022-04-09 02:00,13.1,,1.1,45,,5
146,傈林,2022-04-09 03:00,13.5,,1.4,43,,4
146,傈林,2022-04-09 04:00,12.9,,1.4,46,,0
146,傈林,2022-04-09 05:00,12.6,,1.7,48,,0
146,傈林,2022-04-09 06:00,12.5,,1.5,47,,2
146,傈林,2022-04-09 07:00,13.3,,1.6,45,,5
146,傈林,2022-04-09 08:00,16.4,,1.4,39,,0
146,傈林,2022-04-09 09:00,20,,1.1,30,,0
146,傈林,2022-04-09 10:00,21.7,,2.6,31,,0
146,傈林,2022-04-09 11:00,23,,1.8,30,,0
146,傈林,2022-04-09 12:00,24.5,,1.3,29,,0
146,傈林,2022-04-09 13:00,25,,3,33,,0
146,傈林,2022-04-09 14:00,25,,4.2,31,,0
146,傈林,2022-04-09 15:00,25.4,,4.7,31,,0
146,傈林,2022-04-09 16:00,25.6,,3.3,34,,0
146,傈林,2022-04-09 17:00,24.7,,4.1,34,,0
146,傈林,2022-04-09 18:00,23.1,,3.7,35,,0
146,傈林,2022-04-09 19:00,21,,2,40,,0
146,傈林,2022-04-09 20:00,18.6,,1.1,49,,0
146,傈林,2022-04-09 21:00,18.3,,.6,49,,0
146,傈林,2022-04-09 22:00,17.8,,.6,47,,7
146,傈林,2022-04-09 23:00,16.9,,1.3,46,,7
146,傈林,2022-04-10 00:00,16.1,,1.1,37,,0
146,傈林,2022-04-10 01:00,15.7,,1.5,38,,3
146,傈林,2022-04-10 02:00,15,,1.8,41,,4
146,傈林,2022-04-10 03:00,14.3,,1.2,45,,0
146,傈林,2022-04-10 04:00,14.3,,1.4,44,,0
146,傈林,2022-04-10 05:00,13.5,,1.1,45,,0
146,傈林,2022-04-10 06:00,12.4,,.8,53,,0
146,傈林,2022-04-10 07:00,13.2,,1,51,,0
146,傈林,2022-04-10 08:00,16.6,,1.9,46,,0
146,傈林,2022-04-10 09:00,19.1,,1.4,40,,0
146,傈林,2022-04-10 10:00,20.7,,1.5,29,,1
146,傈林,2022-04-10 11:00,21.2,,1.3,30,,9
146,傈林,2022-04-10 12:00,23.3,,1.7,28,,9
146,傈林,2022-04-10 13:00,22.5,,2.8,30,,9
146,傈林,2022-04-10 14:00,24.3,,1.5,28,,9
146,傈林,2022-04-10 15:00,24.4,,2.2,29,,9
146,傈林,2022-04-10 16:00,23.8,,3,35,,9
146,傈林,2022-04-10 17:00,21.7,,3.4,46,,9
146,傈林,2022-04-10 18:00,20.4,,3,47,,6
146,傈林,2022-04-10 19:00,19.1,,2,48,,8
146,傈林,2022-04-10 20:00,18.1,,1.3,58,,10
146,傈林,2022-04-10 21:00,18.4,,.8,58,,9
146,傈林,2022-04-10 22:00,17.6,,1.3,56,,10
146,傈林,2022-04-10 23:00,17.4,,.4,57,,10
146,傈林,2022-04-11 00:00,16.8,,1.3,58,,9
146,傈林,2022-04-11 01:00,16,,1.9,62,,7
146,傈林,2022-04-11 02:00,15.5,,1.9,66,,7
146,傈林,2022-04-11 03:00,15.3,,1.6,70,,7
146,傈林,2022-04-11 04:00,15.8,,2,72,,3
146,傈林,2022-04-11 05:00,15.7,,1.3,75,,4
146,傈林,2022-04-11 06:00,15.8,,1.7,77,,8
146,傈林,2022-04-11 07:00,16.9,,1.7,74,,1
146,傈林,2022-04-11 08:00,18.8,,2,67,,0
146,傈林,2022-04-11 09:00,21.8,,1.6,59,,0
146,傈林,2022-04-11 10:00,23.2,,2.2,55,,0
146,傈林,2022-04-11 11:00,25,,2.2,49,,5
146,傈林,2022-04-11 12:00,24.9,,1.5,46,,3
146,傈林,2022-04-11 13:00,26.1,,1.8,43,,3
146,傈林,2022-04-11 14:00,25.4,,2.1,41,,3
146,傈林,2022-04-11 15:00,25.8,,3,40,,3
146,傈林,2022-04-11 16:00,25.9,,2.7,43,,4
146,傈林,2022-04-11 17:00,25.8,,3.5,46,,1
146,傈林,2022-04-11 18:00,24.7,,2.2,51,,0
146,傈林,2022-04-11 19:00,22.4,,1.8,61,,0
146,傈林,2022-04-11 20:00,21.2,,1.8,69,,0
146,傈林,2022-04-11 21:00,20.6,,.4,72,,4
146,傈林,2022-04-11 22:00,19.8,,.9,76,,0
146,傈林,2022-04-11 23:00,19.4,,1.4,73,,0
146,傈林,2022-04-12 00:00,18.6,,2.3,76,,0
146,傈林,2022-04-12 01:00,18,,1.6,78,,3
146,傈林,2022-04-12 02:00,17.3,,2.1,80,,4
146,傈林,2022-04-12 03:00,17,,1.5,82,,0
146,傈林,2022-04-12 04:00,16.3,,1.6,84,,4
146,傈林,2022-04-12 05:00,16.1,,1.6,85,,0
146,傈林,2022-04-12 06:00,16.1,,1.6,85,,3
146,傈林,2022-04-12 07:00,17.7,,1.1,79,,5
146,傈林,2022-04-12 08:00,18.7,,1.4,75,,0
146,傈林,2022-04-12 09:00,20.2,,1.2,67,,0
146,傈林,2022-04-12 10:00,21.6,,.8,58,,0
146,傈林,2022-04-12 11:00,23.2,,3.2,59,,0
146,傈林,2022-04-12 12:00,24.1,,2.1,53,,1
146,傈林,2022-04-12 13:00,25.4,,3.1,49,,0
146,傈林,2022-04-12 14:00,25.3,,3,53,,0
146,傈林,2022-04-12 15:00,25.3,,2.8,51,,0
146,傈林,2022-04-12 16:00,26.3,,2.2,51,,0
146,傈林,2022-04-12 17:00,24.6,,2.7,55,,0
146,傈林,2022-04-12 18:00,22.9,,2.5,62,,3
146,傈林,2022-04-12 19:00,19.2,,3.8,80,,4
146,傈林,2022-04-12 20:00,18,,1.8,85,,4
146,傈林,2022-04-12 21:00,17.9,,1.3,86,,9
146,傈林,2022-04-12 22:00,16.6,,2,88,,6
146,傈林,2022-04-12 23:00,16.2,,1.3,91,,6
146,傈林,2022-04-13 00:00,15,,2.2,94,,9
146,傈林,2022-04-13 01:00,14.5,,.8,95,,9
146,傈林,2022-04-13 02:00,14.7,,.1,94,,8
146,傈林,2022-04-13 03:00,15.1,,.3,93,,9
146,傈林,2022-04-13 04:00,15.6,,.4,91,,8
146,傈林,2022-04-13 05:00,15.4,,.8,92,,7
146,傈林,2022-04-13 06:00,15.4,,0,92,,9
146,傈林,2022-04-13 07:00,15.3,,1.8,92,,9
146,傈林,2022-04-13 08:00,15.1,,.3,93,,10
146,傈林,2022-04-13 09:00,16.1,,.3,87,,10
146,傈林,2022-04-13 10:00,17.3,,.7,82,,10
146,傈林,2022-04-13 11:00,18.3,0,.6,78,,10
146,傈林,2022-04-13 12:00,17.5,.1,.7,86,,10
146,傈林,2022-04-13 13:00,16.6,1.5,.8,93,,10
146,傈林,2022-04-13 14:00,16.8,4.1,.6,94,,10
146,傈林,2022-04-13 15:00,16.1,5.3,1,96,,10
146,傈林,2022-04-13 16:00,17,,.3,95,,10
146,傈林,2022-04-13 17:00,16.8,.2,.4,95,,10
146,傈林,2022-04-13 18:00,15.3,7,2.4,97,,10
146,傈林,2022-04-13 19:00,14,2.4,3.2,97,,10
146,傈林,2022-04-13 20:00,14.5,4.6,2,97,,10
146,傈林,2022-04-13 21:00,13.3,1.3,2.7,91,,10
146,傈林,2022-04-13 22:00,12.9,2.4,1.8,93,,10
146,傈林,2022-04-13 23:00,12.2,.9,1.3,95,,10
146,傈林,2022-04-14 00:00,12.4,.5,1.6,94,,10
146,傈林,2022-04-14 01:00,12,0,1.3,95,,10
146,傈林,2022-04-14 02:00,11.2,0,1,95,,10
146,傈林,2022-04-14 03:00,11.2,,1.1,94,,10
146,傈林,2022-04-14 04:00,10.7,,.6,94,,10
146,傈林,2022-04-14 05:00,10.8,,.9,93,,10
146,傈林,2022-04-14 06:00,10.5,0,1.6,89,,10
146,傈林,2022-04-14 07:00,10.7,,1.4,88,,10
146,傈林,2022-04-14 08:00,11.1,,.8,88,,10
146,傈林,2022-04-14 09:00,11.8,,1.1,87,,10
146,傈林,2022-04-14 10:00,12.1,,1.6,83,,10
146,傈林,2022-04-14 11:00,13.2,,1.4,80,,10
146,傈林,2022-04-14 12:00,13.1,,1.9,77,,10
146,傈林,2022-04-14 13:00,14.1,,1.7,73,,10
146,傈林,2022-04-14 14:00,15.4,,2.2,65,,10
146,傈林,2022-04-14 15:00,17.1,,2.8,63,,8
146,傈林,2022-04-14 16:00,16.8,,2.9,62,,9
146,傈林,2022-04-14 17:00,15.9,,3.8,63,,9
146,傈林,2022-04-14 18:00,14.9,,2.6,65,,9
146,傈林,2022-04-14 19:00,14.4,,2,65,,2
146,傈林,2022-04-14 20:00,13.8,,1.8,68,,3
146,傈林,2022-04-14 21:00,13.4,,1.9,69,,8
146,傈林,2022-04-14 22:00,12.9,,1.5,71,,7
146,傈林,2022-04-14 23:00,13.1,,1.8,68,,8
146,傈林,2022-04-15 00:00,12.4,,2.1,71,,8
146,傈林,2022-04-15 01:00,11.6,,2.1,70,,6
146,傈林,2022-04-15 02:00,10.4,,1.6,75,,7
146,傈林,2022-04-15 03:00,9.9,,2.1,76,,6
146,傈林,2022-04-15 04:00,8.9,,1,78,,6
146,傈林,2022-04-15 05:00,9.1,,2,73,,3
146,傈林,2022-04-15 06:00,8.5,,.8,75,,0
146,傈林,2022-04-15 07:00,9.1,,.6,73,,0
146,傈林,2022-04-15 08:00,10.5,,2.3,69,,0
146,傈林,2022-04-15 09:00,12.5,,1.3,63,,0
146,傈林,2022-04-15 10:00,14.4,,1.8,58,,0
146,傈林,2022-04-15 11:00,15.4,,2.6,55,,4
146,傈林,2022-04-15 12:00,15.8,,2.1,48,,2
146,傈林,2022-04-15 13:00,17.9,,3,47,,2
146,傈林,2022-04-15 14:00,17.8,,3.8,39,,4
146,傈林,2022-04-15 15:00,18,,3.8,49,,5
146,傈林,2022-04-15 16:00,16.7,,5.4,50,,5
146,傈林,2022-04-15 17:00,16.2,,3.4,51,,6
146,傈林,2022-04-15 18:00,15.2,,3.1,50,,6
146,傈林,2022-04-15 19:00,12.9,,2.9,55,,5
146,傈林,2022-04-15 20:00,11.1,,2.2,60,,4
146,傈林,2022-04-15 21:00,10.4,,2.2,64,,0
146,傈林,2022-04-15 22:00,10,,1.6,67,,5
146,傈林,2022-04-15 23:00,9.2,,1.7,75,,8
146,傈林,2022-04-16 00:00,7.9,,1,79,,6
146,傈林,2022-04-16 01:00,8.6,,.6,78,,9
146,傈林,2022-04-16 02:00,8.2,,.7,81,,6
146,傈林,2022-04-16 03:00,7.2,,1.1,85,,5
146,傈林,2022-04-16 04:00,7.6,,.7,81,,0
146,傈林,2022-04-16 05:00,7,,1.2,83,,4
146,傈林,2022-04-16 06:00,6.9,,.7,84,,0
146,傈林,2022-04-16 07:00,7.8,,.5,80,,3
146,傈林,2022-04-16 08:00,9.3,,.5,73,,4
146,傈林,2022-04-16 09:00,12,,.8,67,,5
146,傈林,2022-04-16 10:00,14.5,,1.1,53,,5
146,傈林,2022-04-16 11:00,16.5,,1.2,45,,0
146,傈林,2022-04-16 12:00,16.7,,2,41,,0
146,傈林,2022-04-16 13:00,18.3,,3.3,33,,0
146,傈林,2022-04-16 14:00,18.6,,2.6,28,,0
146,傈林,2022-04-16 15:00,17.8,,4.7,35,,0
146,傈林,2022-04-16 16:00,17.3,,4.7,29,,0
146,傈林,2022-04-16 17:00,16.1,,5.1,29,,0
146,傈林,2022-04-16 18:00,15.3,,3.4,29,,0
146,傈林,2022-04-16 19:00,13.9,,2.8,32,,6
146,傈林,2022-04-16 20:00,12.5,,2.2,37,,2
146,傈林,2022-04-16 21:00,11.4,,1.2,42,,0
146,傈林,2022-04-16 22:00,10.6,,1,48,,4
146,傈林,2022-04-16 23:00,10.1,,1,51,,5
146,傈林,2022-04-17 00:00,9.4,,1.2,57,,5
146,傈林,2022-04-17 01:00,8.5,,1,57,,6
146,傈林,2022-04-17 02:00,7.4,,1,61,,5
146,傈林,2022-04-17 03:00,6.4,,1.8,64,,2
146,傈林,2022-04-17 04:00,6.1,,1.4,66,,0
146,傈林,2022-04-17 05:00,5.6,,1.9,62,,0
146,傈林,2022-04-17 06:00,5.7,,1,64,,0
146,傈林,2022-04-17 07:00,6.7,,1.8,62,,0
146,傈林,2022-04-17 08:00,9.1,,1.3,52,,0
146,傈林,2022-04-17 09:00,12.7,,.4,43,,0
146,傈林,2022-04-17 10:00,14.1,,1,37,,0
146,傈林,2022-04-17 11:00,15.6,,1.7,30,,0
146,傈林,2022-04-17 12:00,17.5,,1.9,25,,0
146,傈林,2022-04-17 13:00,18.5,,3.1,27,,0
146,傈林,2022-04-17 14:00,19.7,,2.3,26,,0
146,傈林,2022-04-17 15:00,19.1,,4.1,34,,0
146,傈林,2022-04-17 16:00,19.2,,2.9,24,,0
146,傈林,2022-04-17 17:00,17.7,,3.2,25,,4
146,傈林,2022-04-17 18:00,17.2,,2.5,27,,3
146,傈林,2022-04-17 19:00,14.9,,2.1,54,,0
146,傈林,2022-04-17 20:00,13.4,,2.3,60,,7
146,傈林,2022-04-17 21:00,12.3,,1.2,63,,7
146,傈林,2022-04-17 22:00,11,,1.2,66,,7
146,傈林,2022-04-17 23:00,10.7,,.9,72,,10
146,傈林,2022-04-18 00:00,11.1,,.6,70,,8
146,傈林,2022-04-18 01:00,10,,1.1,75,,10
146,傈林,2022-04-18 02:00,10.4,,.9,69,,10
146,傈林,2022-04-18 03:00,10.3,,1,70,,9
146,傈林,2022-04-18 04:00,10.1,,1.1,70,,9
146,傈林,2022-04-18 05:00,10,,.9,68,,9
146,傈林,2022-04-18 06:00,9.9,,.1,70,,9
146,傈林,2022-04-18 07:00,10.4,,1.1,70,,8
146,傈林,2022-04-18 08:00,12,,.6,59,,9
146,傈林,2022-04-18 09:00,13.6,,1.3,57,,9
146,傈林,2022-04-18 10:00,15,,1.4,57,,9
146,傈林,2022-04-18 11:00,16.9,,1.6,34,,9
146,傈林,2022-04-18 12:00,17.9,,1.7,33,,9
146,傈林,2022-04-18 13:00,18.9,,1.6,26,,9
146,傈林,2022-04-18 14:00,20.4,,1.1,19,,6
146,傈林,2022-04-18 15:00,21.9,,2.1,20,,3
146,傈林,2022-04-18 16:00,20.9,,2.8,21,,3
146,傈林,2022-04-18 17:00,19.3,,4.2,20,,4
146,傈林,2022-04-18 18:00,17,,3.4,23,,4
146,傈林,2022-04-18 19:00,15.2,,1.7,26,,7
146,傈林,2022-04-18 20:00,14.3,,2.2,28,,6
146,傈林,2022-04-18 21:00,13.2,,1.6,36,,7
146,傈林,2022-04-18 22:00,13.2,,.5,37,,7
146,傈林,2022-04-18 23:00,12.1,,.6,43,,7
146,傈林,2022-04-19 00:00,11,,.7,40,,5
146,傈林,2022-04-19 01:00,10.4,,1.5,45,,7
146,傈林,2022-04-19 02:00,10,,1.2,47,,10
146,傈林,2022-04-19 03:00,9.3,,1.2,49,,9
146,傈林,2022-04-19 04:00,9.1,,1.3,51,,7
146,傈林,2022-04-19 05:00,9.3,,.8,51,,3
146,傈林,2022-04-19 06:00,8.6,,1.3,55,,6
146,傈林,2022-04-19 07:00,9.6,,1,56,,6
146,傈林,2022-04-19 08:00,11.8,,.7,46,,3
146,傈林,2022-04-19 09:00,14.9,,.4,37,,3
146,傈林,2022-04-19 10:00,17.1,,1,37,,1
146,傈林,2022-04-19 11:00,19.4,,1.6,31,,1
146,傈林,2022-04-19 12:00,20.3,,2.4,25,,0
146,傈林,2022-04-19 13:00,21.6,,2.3,25,,0
146,傈林,2022-04-19 14:00,21.7,,2.9,26,,0
146,傈林,2022-04-19 15:00,21.6,,3.8,27,,0
146,傈林,2022-04-19 16:00,19.9,,3.9,30,,0
146,傈林,2022-04-19 17:00,19.4,,2.7,32,,0
146,傈林,2022-04-19 18:00,18,,2.7,32,,0
146,傈林,2022-04-19 19:00,15.7,,2.1,40,,0
146,傈林,2022-04-19 20:00,14.5,,1.4,43,,0
146,傈林,2022-04-19 21:00,13,,1.3,61,,0
146,傈林,2022-04-19 22:00,12.5,,1.2,62,,0
146,傈林,2022-04-19 23:00,12.3,,1.1,57,,5
146,傈林,2022-04-20 00:00,11.2,,.9,59,,0
146,傈林,2022-04-20 01:00,9.8,,1.5,60,,1
146,傈林,2022-04-20 02:00,9.4,,1.4,61,,5
146,傈林,2022-04-20 03:00,9.2,,1.3,61,,0
146,傈林,2022-04-20 04:00,8.4,,1.6,62,,0
146,傈林,2022-04-20 05:00,8.3,,1.2,60,,0
146,傈林,2022-04-20 06:00,7.7,,1.3,61,,0
146,傈林,2022-04-20 07:00,9.1,,.9,59,,0
146,傈林,2022-04-20 08:00,11.6,,.9,50,,0
146,傈林,2022-04-20 09:00,15.4,,.5,33,,0
146,傈林,2022-04-20 10:00,17.2,,1,31,,0
146,傈林,2022-04-20 11:00,19.1,,1.3,30,,0
146,傈林,2022-04-20 12:00,20.8,,2.8,24,,0
146,傈林,2022-04-20 13:00,20.7,,2.4,25,,0
146,傈林,2022-04-20 14:00,21.7,,3.3,27,,0
146,傈林,2022-04-20 15:00,21.4,,3.4,29,,0
146,傈林,2022-04-20 16:00,21.2,,3.7,30,,0
146,傈林,2022-04-20 17:00,19.8,,3.7,29,,0
146,傈林,2022-04-20 18:00,18.1,,2.7,35,,0
146,傈林,2022-04-20 19:00,16.6,,2.5,38,,0
146,傈林,2022-04-20 20:00,15.5,,1.3,42,,0
146,傈林,2022-04-20 21:00,14.8,,.8,44,,0
146,傈林,2022-04-20 22:00,13.2,,1.4,52,,3
146,傈林,2022-04-20 23:00,12.8,,1.1,55,,1
146,傈林,2022-04-21 00:00,11.6,,1.9,58,,0
146,傈林,2022-04-21 01:00,10.8,,2.1,61,,4
146,傈林,2022-04-21 02:00,10.2,,1.7,62,,5
146,傈林,2022-04-21 03:00,10.2,,1.6,61,,6
146,傈林,2022-04-21 04:00,10,,1.9,60,,6
146,傈林,2022-04-21 05:00,9.7,,1.8,62,,4
146,傈林,2022-04-21 06:00,10.4,,1.6,59,,8
146,傈林,2022-04-21 07:00,11.4,,.8,56,,9
146,傈林,2022-04-21 08:00,13.3,,.2,55,,10
146,傈林,2022-04-21 09:00,15.9,,.4,43,,10
146,傈林,2022-04-21 10:00,17.4,,1.1,39,,10
146,傈林,2022-04-21 11:00,18.2,,1.6,33,,10
146,傈林,2022-04-21 12:00,18.2,,1.6,35,,10
146,傈林,2022-04-21 13:00,17.9,,2.1,36,,10
146,傈林,2022-04-21 14:00,19.5,,2.6,34,,7
146,傈林,2022-04-21 15:00,20,,2.7,35,,3
146,傈林,2022-04-21 16:00,19.4,,2.5,39,,0
146,傈林,2022-04-21 17:00,19.7,,1.6,42,,0
146,傈林,2022-04-21 18:00,19.3,,.5,37,,0
146,傈林,2022-04-21 19:00,17.3,,.5,46,,0
146,傈林,2022-04-21 20:00,16.1,,1.7,50,,0
146,傈林,2022-04-21 21:00,14.8,,1.5,57,,0
146,傈林,2022-04-21 22:00,14.1,,2.2,64,,0
146,傈林,2022-04-21 23:00,13.7,,1.8,66,,4
146,傈林,2022-04-22 00:00,13.5,,1.7,68,,0
146,傈林,2022-04-22 01:00,12.9,,1.8,72,,0
146,傈林,2022-04-22 02:00,12.8,,1.4,72,,0
146,傈林,2022-04-22 03:00,12,,1.8,75,,0
146,傈林,2022-04-22 04:00,11.8,,2,76,,0
146,傈林,2022-04-22 05:00,11.7,,1.6,76,,0
146,傈林,2022-04-22 06:00,11.7,,2.1,77,,0
146,傈林,2022-04-22 07:00,13.3,,1.5,71,,0
146,傈林,2022-04-22 08:00,16.2,,2.3,59,,0
146,傈林,2022-04-22 09:00,18.8,,2.6,51,,0
146,傈林,2022-04-22 10:00,20.9,,1.9,47,,0
146,傈林,2022-04-22 11:00,23.5,,1.7,46,,3
146,傈林,2022-04-22 12:00,23.3,,5.2,46,,5
146,傈林,2022-04-22 13:00,24.6,,6,45,,5
146,傈林,2022-04-22 14:00,25.8,,5.3,44,,6
146,傈林,2022-04-22 15:00,25,,5,45,,8
146,傈林,2022-04-22 16:00,22.4,,4.7,54,,0
146,傈林,2022-04-22 17:00,21.9,,3.8,54,,7
146,傈林,2022-04-22 18:00,18.9,,3.4,68,,5
146,傈林,2022-04-22 19:00,15.7,,2.5,82,,4
146,傈林,2022-04-22 20:00,15.2,,2.5,86,,7
146,傈林,2022-04-22 21:00,15.1,,2.2,87,,7
146,傈林,2022-04-22 22:00,14.8,,1.5,88,,9
146,傈林,2022-04-22 23:00,14.6,,1.4,90,,8
146,傈林,2022-04-23 00:00,14.3,,1.9,92,,9
146,傈林,2022-04-23 01:00,14.3,,.5,93,,9
146,傈林,2022-04-23 02:00,14.1,.1,1.2,95,,10
146,傈林,2022-04-23 03:00,13.6,.2,1.3,96,,10
146,傈林,2022-04-23 04:00,13.6,0,0,96,,10
146,傈林,2022-04-23 05:00,13.3,0,2,97,,10
146,傈林,2022-04-23 06:00,13.4,0,.4,97,,9
146,傈林,2022-04-23 07:00,14,,.3,96,,9
146,傈林,2022-04-23 08:00,14.2,,.9,93,,10
146,傈林,2022-04-23 09:00,15.8,,1.6,81,,8
146,傈林,2022-04-23 10:00,17.3,,.9,74,,8
146,傈林,2022-04-23 11:00,18.7,,1.9,70,,8
