rest,rest_code,wdate,clean_review,emotion,tokens,pred_emotion,emotion_prob,retrain_emotion
쭈포차전주신시가지,2026483550,2025-10-16,오징어숙회제육볶음간장삼치구이생합탕꽃게탕꼬마김밥남긴 사진은 오징어 숙회뿐 때를 지어 이동하는 날에는이만한 장소가 읎는듯 하다무엇보다 포차 감성에 생맥주를먹을 수 있다는 점에서 개인적으로 꽤나만족했다라는 정기휴일 일요일251031 기준 남 여 구분실외,1,오징어 숙 회제 볶음 간장 삼치 이생 합탕 꽃게탕 꼬마 김밥 남기다 사진 오징어 숙회뿐 지다 이동 하다 날 이만 장소 읎는듯 하다 포차 감성 생맥주 먹다 수 점 개인 꽤 만족하다 정기 휴일 일요일 기준 남 구분 실외,1,0.626535401,1
쭈포차전주신시가지,2026483550,2025-11-25,리뷰 이벤트 구성인 소주 한병도 너무 좋고 날이 추워지니 제가 좋아하는 굴찜 가리비찜 메뉴 장난 없고 일단 해산물 종류도 많고 겨울에 딱 먹기 소주 안주죠 ㅎㅎ꼭 다들 소주 드시러 오세요오,1,리뷰 이벤트 구성 소주 한병도 좋다 날 추워지다 좋아하다 굴찜 가리비 찜 메뉴 장난 없다 해산물 종류 많다 겨울 먹기 소주 안주 꼭 들다 소주 들다 오다,1,0.650111221,1
쭈포차전주신시가지,2026483550,2025-10-13,너무 맛있어요 안주가 최고에요,1,맛있다 안주 최고,1,0.862143439,1
쭈포차전주신시가지,2026483550,2025-07-18,메뉴가 다양해요 술 시키면 병에 천원 가상화폐 꼽혀 있어서 할인해 줍니다 새로 생겨서 가봤는데 손님이 많네요 단체 손님이 하도 시끄럽게 해서 오래 있지 못하고 나왔네욤,1,메뉴 다양하다 술 병 천원 가상 화폐 꼽히다 할인 하다 줍다 새롭다 생기다 가보다 손님 많다 단체 손님 하다 시끄럽다 하다 못 나오다 욤,0,0.660111338,0
쭈포차전주신시가지,2026483550,2025-09-12,처음 방문했는데 친절하시고 대하구이가 맛있었요집 근처라 자주 방문 할 예정입니당 ㅎㅎ,1,처음 방문 하다 친절하다 대하 구이 맛있다 집 근처 자주 방문 하다 예정 이다,1,0.823819376,1
쭈포차전주신시가지,2026483550,2025-10-25,처음와봤는데 분위기는 최고 서비스도 좋고 안주도 좋고 가격도 좋아용 전주오면 꼭 한번더 올거같아요 쭈포차 최고 맛집 인정,1,처음 보다 분위기 최고 서비스 좋다 안주 좋다 가격 좋다 주오 꼭 한번 더 오다 쭈 포차 최고 맛집 인정,1,0.922768956,1
쭈포차전주신시가지,2026483550,2025-08-22,집 근처에 새로운 포차가 생겨서 처음 와봤는데안주도 맛있고 너무 죠아욧조만간 또 올게요,1,집 근처 새롭다 포차 생기다 처음 오다 보다 안주 맛있다 욧 조만간 오다,1,0.909312676,1
쭈포차전주신시가지,2026483550,2025-08-12,신시에 가기 좋은 포차 생겼네요 산낙지 싱싱하고 생맥주도 청소 잘 하시는지 깔끔한 맛입니다,1,신시 가기 좋다 포차 생기다 산낙지 싱싱하다 생맥주 청소 자다 하다 깔끔하다 맛 이다,1,0.821887179,1
쭈포차전주신시가지,2026483550,2025-09-13,너무 맛있었어요 대화 먹으러 왔는데 다른 대하 전문점 못지 않게 쫀득쫀득한 맛이었어요 적극 추천 합니다,1,맛있다 대화 먹다 오다 대하 전문점 못 않다 쫀득쫀득 맛 이다 적극 추천 하다,1,0.858280254,1
모토이시,1593974989,2025-10-17,입구부터 일본 이자카야 감성이 물씬 느껴졌어요 전주 서신점 모토이시는 조명이 따뜻하고 분위기가 아늑해서 특별한 저녁 자리에 딱이었어요 와규 7품모듬을 주문했는데 늑간살토시살부채살 등 각 부위마다 식감과 풍미가 달라 먹는 재미가 있었답니다 숯불 향이 은은하게 배어 고소했고 마늘고추레몬즙 등 곁들임도 다양해 취향껏 즐길 수 있었어요 서비스로 나온 순두부찌개와 구운 떡까지 완벽한 마무리 다만 주차 공간이 협소해 미리 확인하는 게 좋아요 가격대는 살짝 높지만 맛과 분위기 모두 만족스러웠던 식사였어요,1,입구 일본 이자카야 감성 물씬 느껴지다 전주 점 모토 시 조명 따뜻하다 분위기 아늑하다 특별하다 저녁 자리 딱이다 오다 규 품모듬 주문 하다 늑 살토 살 부채살 부위 식감 미가 달라 먹다 재미 숯불 향 은은하다 배다 고소하다 마늘 고추 레몬 즙 곁들이다 다양하다 취향 껏 즐기다 수 서비스 나오다 순두부찌개 운 떡 완벽하다 마무리 주차 공간 협소해 미리 확인 하다 게 좋다 가격 살짝 높다 맛 분위기 만족스럽다 식사 이다,1,0.807053484,1
모토이시,1593974989,2025-11-16,첫방문했는데 분위기가 너무 좋고 메뉴도 많고 제일 줄중요한 음식이 너무 맛있어요 가까운 동네에 이런 맛집이 있었다니 너무 즐겁습니당여러분 오마카세 세트 추천드립니당 고기 넘 맛있구순두부도 주는데 일본스타일인데 맛있어요술마시기에도 너무 좋은 공간자주 올게용,1,방문 하다 분위기 좋다 메뉴 많다 제일 줄 중요하다 음식 맛있다 가깝다 동네 이렇다 맛집 즐겁다 습 마카 세 세트 추천 드리다 고기 넘다 맛있다 순두부 주다 스타일 맛있다 요술 마시기 좋다 공간 자주 오다 용,1,0.954636063,1
모토이시,1593974989,2025-11-16,직원분들이 정말 친절하시고 음식도 맛나고 여지껏 간 식당중에서 직원분들 정멀 최고 친절하신 거 같아요음식은 말할것도 없이 맛있었어요,1,직원 정말 친절하다 음식 맛 나다 여지 껏 간 식당 직원 정 멀다 최고 친절하다 거 음식 말 하다 맛있다,1,0.783411294,1
모토이시,1593974989,2025-10-24,2번째방문이에요일단 고기가 너무 질도좋고 맛있어요살치살이품절이라 너무슬프네요 젤맛나던데기본제공되는 순두부찌개랑 샐러드도좋고짱구떡이 젤귀여워요ㅎㅎ,1,번 방문 고기 질도 좋다 맛있다 살다 살이 품절 슬프다 젤맛 던데 기본 제공 되다 순두부찌개 샐러드 좋다 짱구 떡 젤 귀엽다,1,0.795681494,1
모토이시,1593974989,2025-10-29,저번에 남자친구랑 오고 너무 맛있어서 직장 동료들이랑 회식겸 방문 했어요 제가 전주에서 먹었던 야끼니꾸 집 중에서 원탑이에요 야끼니꾸 맛집 고민하신다면 꼭 모토이시 서신점에서 드세요,1,저번 남자친구 오다 맛있다 직장 동료 회식 겸 방문 하다 전주 먹다 끼니 꾸다 집 중 탑 끼니 꾸다 맛집 고민 하다 꼭 모토 시 점 들다,1,0.836962987,1
모토이시,1593974989,2025-11-17,올때마다 친절하시고 고기가 너무 맛있어용,1,친절하다 고기 맛있다,1,0.875452999,1
모토이시,1593974989,2025-10-16,야키니쿠 먹으러왔어요고기가 너무좋네요키리모찌짱구떡도 줘서 너무귀여워요ㅎㅎ구워서 꿀찍어먹기분위기도좋네용,1,야키니쿠 먹다 오다 고기 좋다 요키 리모 찌 짱구 떡 주다 귀엽다 굽다 꿀 찍다 먹기 분위기 좋다 용,1,0.941613237,1
모토이시,1593974989,2025-10-15,야키니쿠 생각나면 오는 집이에요 이번에는 우설도 추가 해봤는데 고기 질도 너무 좋고 서비스를 많이 줘서 너무 좋아요 제이팝 좋아하는 분들은 엄청 좋아하실 겁니다,1,야키니쿠 생각나다 오다 집 설다 추가 해봤다 고기 질도 좋다 서비스 주다 좋다 제이팝 좋아하다 분 좋아하다 겁니다,1,0.847547756,1
모토이시,1593974989,2025-11-04,너무 맛잇게 잘먹고 갑니다회식 데이트 친목 다 좋은 거 같아요 찌개도 존맛,1,맛 잇다 먹다 가다 회식 데이트 친목 좋다 거 찌개 존맛,1,0.907718828,1
모토이시,1593974989,2025-10-30,여행지로 왔다가 처음 방문했어요친절한 설명도 해주시고맛있구분위기도 좋아요,1,여행지 오다 처음 방문 하다 친절하다 설명 해주시 맛있다 분위기 좋다,1,0.925716463,1
어진사람들,1628113055,2025-01-21,전주 여행 왔는데 가본 곳 중에서 가장 정갈하고 깔끔하네요 건강한 재료로 만들어서 그런지 소화도 잘되는 것 같아요 사장님이랑 직원분들이 너무너무너무 친절하셔서 기분 좋아지고 가네요 번창하세요,1,전주 여행 오다 가보다 곳 중 가장 정갈하다 깔끔하다 건강하다 재료 만들다 그렇다 소화도 되다 사장 직원 친절하다 기분 좋아지다 가다 번창 하다,1,0.806287542,1
전주한옥닭도리탕,1043975062,2025-10-28,전주한옥마을에 이런 곳이 있었어요 전주천에 흐르는 물소리와 시원하게 뻥 뚫린 뷰를 보며 야장에서 구워 먹는 삼겹살이라니말이 필요없어요 고기 퀄리티 좋고 반찬 잘 나오고 뷰 좋고 거기에다가 사장님 직원분 모두 무지 친절하세요 안 갈 이유가 없어요,1,옥 마을 이렇다 곳 전주천 흐르다 물 소리 시원하다 뻥 뚫리다 뷰 보다 야장 굽다 먹다 삼겹살 말 필요없다 고기 퀄리티 좋다 반찬 자다 나오다 뷰 좋다 거기 사장 직원 무지 친절하다 안 갈다 이유 없다,1,0.798223984,1
전주한옥닭도리탕,1043975062,2025-09-24,가을 날씨 즐기기에 더 없이 좋은 장소 입니다비오는날와서 먹었는데 너무 좋아서 부모님 모시고 또 비 오는 날 왔어요빗소리 들으면서 삼겹살 먹는데 최고 좋습니다서울에는 접하기 쉽지 않은 민물새우탕 먹었는데 국물이 정말 진하고 시래기도 부드러워서 개인적으로 정말 맛있게 먹었습니다,1,가을 날씨 즐기다 더 좋다 장소 이다 다비 날 서다 먹다 좋다 부모님 모시 비 오다 날 오다 빗 소리 들다 삼겹살 먹다 최고 좋다 서울 접 하다 쉬다 않다 민물 새우 탕 먹다 국물 정말 진하다 시래기 부드럽다 개인 정말 맛있다 먹다,1,0.933382878,1
전주한옥닭도리탕,1043975062,2025-09-10,전주 남양집에서 닭도리탕 먹고 왔어요 닭고기는 퍽퍽하지 않고 촉촉했으며 감자랑 채소가 듬뿍 들어가 국물이 진하고 얼큰해서 밥이랑 함께 먹기 딱 좋았어요깔끔하면서도 깊은 맛 덕분에 만족스러운 식사였습니다,1,전주 남양 집 닭도리탕 먹다 오다 닭고기 퍽퍽 않다 촉촉하다 감자 채소 듬뿍 들어가다 국물 진하다 얼큰하다 밥 먹기 좋다 깔끔하다 깊다 맛 덕분 만족스럽다 식사 이다,1,0.91364628,1
전주한옥닭도리탕,1043975062,2025-09-14,전주사람이지만 날이 좋아서 밖에서 먹고싶은데 괜찮은 곳 있는지 검색하다가 찾은 집이에요 삼겹살 냄새 안 나고 밑반찬도 잘 나오고 맛있었네요 상차림도 비교적 빨리 나오는 편이에요 전주천보면서 먹으니 신선노름이 따로 없네요 불 앞이고 여름이라서 더울까봐 걱정했는데 식사하는 곳 위에 선풍기가 달려있어서 시원하게 먹었어요 반려견 동반가능하니 얌전한 친구들은 같이 가도 좋을거같아요,1,사람 날 좋다 밖 먹다 괜찮다 곳 검색 하다 찾다 집 삼겹살 냄새 안 나다 밑반찬 자다 나오다 맛있다 상차림 비교 나오다 편이 전주천 보다 먹다 신선 노름 없다 불 앞 여름 덥다 걱정 하다 식사 하다 곳 위 선풍기 달다 시원하다 먹다 반려견 동반 가능하다 얌전하다 친구 가도 좋다,1,0.843652406,1
전주한옥닭도리탕,1043975062,2025-10-24,천변 보며 먹는 삼겹살 감성이 너무 좋아요선선한 요즘 날씨에 딱인 곳입니다 김치랑 기본찬으로 나오는 호박전도 맛있고 사장님도 너무 친절하셨어요 ㅎㅎ,1,변 보다 먹다 삼겹살 감성 좋다 선선 요즘 날씨 딱이다 곳 이다 김치 찬 나오다 호박 전도 맛있다 사장 친절하다,1,0.923068322,1
전주한옥닭도리탕,1043975062,2025-09-26,전주에 이런 곳이 있다니 진짜 왕이 된 기분으로 식사하고 왔어요 바로 전주 남양집 한옥마을본점인데요 3대째 이어져 오는 전통 맛집답게 깊은 맛이 다르더라구요 저는 건강식 빠가탕을 먹었는데 얼큰하고 시원한 국물에 부드러운 고기까지 완벽 조합 소짜리인데도 양이 정말 푸짐해서 배 빵빵하게 먹었어요 마무리로 나온 누룽지는 고소함의 끝판왕 옆 테이블에서 삼겹살을 구워드시던데 냄새가 얼마나 맛있던지 순간 흔들릴 뻔했답니다 주차도 편하고 영업시간은 09002100 라스트오더 2000 추석 당일인 10월 6일만 휴무 전주 한옥마을 들르신다면 무조건 추천드려요,1,전주 이렇다 곳 진짜 왕 되다 기분 식사 오다 전주 남양 집 옥 마을 본점 요 대다 째다 이어지다 오다 전통 맛집 답 깊다 맛 다르다 건강 빠가탕 먹다 얼큰하다 시원하다 국물 부드럽다 고기 완벽 조합 소 짜다 이다 양 정말 푸다 짐 하다 배 빵빵 하다 먹다 마무리 나오다 누룽지 고소하다 끝판 옆 테이블 삼겹살 굽다 들다 냄새 맛있다 순간 흔들리다 뻔하다 주차 편하다 영업 라스트 오다 추석 당일 휴무 전주 옥 마을 들르다 신다 무조건 추천 드리다,1,0.88523417,1
전주한옥닭도리탕,1043975062,2025-08-26,전주 들르는 김에 매운탕 먹으려고 방문했습니다다들 삼겹살 드셔서 냄새에 혹 하긴 했지만 맛있었습니다빠가사리 넉넉하게 들어있고 시래기도 많은데뚝배기라 국물이 적어서 좀 아쉬웠어요한옥마을이랑 가까워서 먹고 걷기 좋았습니다,1,전주 들르다 김 매운탕 먹다 방문 하다 들다 삼겹살 들다 냄새 혹 하다 하다 맛있다 빠가사리 넉넉하다 들다 시래기 많다 뚝배기 국물 적다 아쉽다 옥 마을 가깝다 먹다 걷기 좋다,1,0.831004152,1
전주한옥닭도리탕,1043975062,2025-10-01,전주 낮술 가능한 힐링되는 맛집이에요 한옥마을 여행 필수코스임 ㅎㅎ양도많고 마지막 밥 시켜서 볶아먹으면 꿀맛엄청친절하심,1,전주 낮술 가능하다 힐링 되다 맛집 옥 마을 여행 필수 코스 임 양도 많다 마지막 밥 볶다 먹다 꿀맛 친절하다 심,1,0.849065856,1
전주한옥닭도리탕,1043975062,2025-11-03,전주천 뷰와 함께 즐기는 한옥마을 감성여기는 노포 스타일과 친절한 서비스가 정말 좋았습니다 뷰도 완벽하고 고기도 정말 맛있었습니다 지금 날씨가 약간 춥기도 한데 담요도 요청하시면 주셔서 좋았습니다 야장 좋아하시면 적극 추천,1,전주천 뷰 즐기다 옥 마을 감성 여기다 노포 스타일 친절하다 서비스 정말 좋다 뷰 완벽하다 고기 정말 맛있다 지금 날씨 추다 기도 담요 요청 하다 주다 좋다 야장 좋아하다 적극 추천,1,0.905781389,1
전주한옥닭도리탕,1043975062,2025-08-11,몸보신 하러 보양식 먹으러 왔습니다비가 추적추적 내려 시원하고 분위기도 좋고 노래마저도 힐링 이었어요 저는 빠가탕 처음 먹어보는데 비린내 잡내 안나고 부드럽고 맛있었어요 직원분께서 친절하셔서 더 기분좋게 맛있게 잘 먹었네요,1,몸 보신 하다 보양식 먹다 오다 비 내다 시원하다 분위기 좋다 노래 힐링 이다 빠가탕 처음 먹다 보다 비리다 잡다 안나 부드럽다 맛있다 직원 친절하다 더 기분 좋다 맛있다 자다 먹다,1,0.974333906,1
파리바게뜨전주서곡점,16977787,2025-11-05,식빵 사러 갔는데 너무 친절하게 응대해주셨어요,1,식빵 사르다 가다 친절하다 응대 해주다,1,0.665242965,1
파리바게뜨전주서곡점,16977787,2025-08-19,이벤트 행사로 샌드위치랑 샐러드 맛있게 먹었어요,1,이벤트 행사 샌드위치 샐러드 맛있다 먹다,1,0.868046045,1
파리바게뜨전주서곡점,16977787,2025-09-24,빵이 맛있게 먹었답니다,1,빵 맛있다 먹다,1,0.98595506,1
파리바게뜨전주서곡점,16977787,2025-07-29,빵이 친절하고 사장님이 맛있어요,1,빵 친절하다 사장 맛있다,1,0.900285351,1
파리바게뜨전주서곡점,16977787,2025-07-19,크림치즈가 있는 빵을 구매합니다,1,크림 치즈 빵 구매 하다,1,0.766453488,1
파리바게뜨전주서곡점,16977787,2025-11-23,맛있어요ㅎ,1,맛있다,1,0.995398047,1
파리바게뜨전주서곡점,16977787,2025-06-22,매장이 바뀐후 처음 방문했는데 빵들이 한눈에 들어오니 골라먹기가좋아요,1,매장 바뀌다 후 처음 방문 하다 빵 한눈 들어오다 고르다 먹기 좋다,1,0.835866538,1
파리바게뜨전주서곡점,16977787,2025-07-30,친절하고 빵과 커피가 맛있어요,1,친절하다 빵 커피 맛있다,1,0.891635151,1
파리바게뜨전주서곡점,16977787,2025-04-26,식빵 사러온건데 신제품도 생기고 시식도 많아서 구경 좀 했습니다 정승재픽 치즈롤식빵도 있네요 이거 별로 없어서 좀 돌아다녔었는데 근데 오늘은 식빵만 다른데 가면 식빵이 다 오늘날짜인데 여긴 날짜 많이 남아있어요,1,식빵 사르다 오다 신제품 생기 시식 많다 구경 하다 정승 재픽 치즈 롤 식빵 거 별로 없다 돌아다니다 오늘 식빵 다르다 가면 식빵 오늘 날짜 여기다 날짜 남다,1,0.640330369,1
파리바게뜨전주서곡점,16977787,2025-04-20,사장님 바뀌었다고 해서 다녀왔어요빵종류도 무척 다양하고 케이크롤 등 다양한메뉴들이 가득해서 좋았어요 사장님도 너무 친절하시고 편안하게 응대해주셔서 기분좋게 사서 나왔어요 앞으로 자주 방문 할 예정이예요 맛있게 잘먹었습니다ㅎㅎ,1,사장 바뀌다 하다 다녀오다 빵 종류 무척 다양하다 케이크 롤 다양하다 메뉴 가득하다 좋다 사장 친절하다 편안하다 응대 해주다 기분 좋다 사서 나오다 앞 자주 방문 하다 예정 맛있다 먹다,1,0.893135084,1
빛고을형제국밥노송점,1087578652,2025-07-11,우왕 어쩜 메뉴 하나하나가 다 맛있죠살코기국밥은 꼭 감자탕안에 들어가는 그 야들야들한 살같아서부들쫄깃하니 순대국밥도 순대가 아주 많아요궁물은 잡내가 아예없다고 봐도 무방할만큼중독적인 맛이네요 맵찔도 무난하게 먹을수 있구요들깨가루가 구비되어있어서 구수하게 잘 먹었습니다,1,우왕 어쩜 메뉴 맛있다 살코기 국밥 꼭 감자탕 안 들어가다 야들야들하다 살 부들 쫄깃 국밥 순대 아주 많다 궁물 잡다 아예 없다 보다 무방 하다 중독 맛 요 맵 찌다 무난 하다 먹다 들깨 가루 구비 되어다 구수하다 자다 먹다,1,0.895991363,1
빛고을형제국밥노송점,1087578652,2025-06-04,신랑이랑 먹고 왔는데 정말 잡내 하나 없이 깔끔한 맛 국물 진국이구요 일단 내용물이 너무 미쳤어요 양 진짜 많습니다 배부르고 맛있고 기분 좋게 먹었습니다 전주 시민으로써 엄청나게 강추합니다,1,신랑 먹다 오다 정말 잡다 깔끔하다 맛 국물 진국 이구 내용물 미치다 양 진짜 많다 배부르다 맛있다 기분 좋다 먹다 전주 시민 엄청나다 강 추하다,1,0.969061536,1
빛고을형제국밥노송점,1087578652,2025-05-02,황태콩나물국밥 8천 원,1,황태 콩나물 국밥 원,1,0.725645552,1
빛고을형제국밥노송점,1087578652,2025-02-24,맛있는 황태콩나물국밥 8천 원,1,맛있다 황태 콩나물 국밥 원,1,0.81798417,1
빛고을형제국밥노송점,1087578652,2024-09-16,추석 연휴에 전주여행 중 국밥이 땡겨서 와이프와 검색 후 방문한 식당입니다 살코기국밥 하나 모듬국밥 하나씩 시켜서 먹었는데 냄새도 하나도 안나고 고기도 많고 국물도 진국이라 싹싹 비웠습니다 사장님도 넘 친절하셔서 기분좋게 식사했어용 담번에 전주 데이트 오면 또 방문할게용 번창하세요,1,추석 연휴 전주 여행 중 국밥 땡기다 와이프 검색 후 방문 식당 이다 살코기 국밥 듬 국밥 먹다 냄새 안나 고기 많다 국물 진국 싹싹 비우다 사장 넘다 친절하다 기분 좋다 식사 하다 담번 전주 데이트 오다 방문 하다 용 번창 하다,1,0.836851736,1
빛고을형제국밥노송점,1087578652,2024-06-21,점심시간 웨이팅 있는곳으로 점심시간 조금 지나서 방문했습니다 암뽕순대국 주문하였고 기본 순대국이지만 양도 넉넉하고 요즘물가에 가격도 저렴한편입니다 일단 국물에 올라간 다대기 플고 먹으면 칼칼하면서 진한 육수해장에 아주 딱기본 반찬은 샐러드바에서 양파와 반찬 가져다 먹을수 있습니다,1,점심시간 웨이 팅 곳 점심시간 지나다 방문 하다 뽕 대국 주문 하다 기본 대국 양도 넉넉하다 요즘 물가 가격 저렴 한편 이다 국물 올라가다 다대기 플 먹다 칼칼하다 진하다 수해 아주 기본 반찬 샐러드 바 양파 반찬 가다 먹다,1,0.828368717,1
빛고을형제국밥노송점,1087578652,2025-02-22,굿,1,굿,1,0.614482538,1
빛고을형제국밥노송점,1087578652,2025-02-10,굿,1,굿,1,0.614482538,1
빛고을형제국밥노송점,1087578652,2025-06-11,굿,1,굿,1,0.614482538,1
빛고을형제국밥노송점,1087578652,2025-01-07,굿,1,굿,1,0.614482538,1
배터지는생돈까스아중,1146649412,2024-03-01,굿,1,굿,1,0.614482538,1
배터지는생돈까스아중,1146649412,2023-11-09,좃아요,1,좃아,1,0.614482538,1
배터지는생돈까스아중,1146649412,2023-08-28,좋아요,1,좋다,1,0.983089739,1
배터지는생돈까스아중,1146649412,2023-02-12,포장해서 집까지 거리가 꽤 먼데도 불구하고 쫄면도 퍼지지 않고 너무 맛있고돈까스도 바삭하고 맛있었습니다포장만 할 수 있습니다 배달도 물론 가능하구요너무 맛있게 잘 먹었습니다,1,포장 하다 집 거리 꽤 멀다 불구 쫄면 퍼지다 않다 맛있다 돈까스 바삭 맛있다 포장 하다 수 배달 가능하다 맛있다 자다 먹다,1,0.897933377,1
배터지는생돈까스아중,1146649412,2023-03-05,정말이지 너무 맛있어요가성비 짱 구성품이 최고랍니다사이드메뉴 쫄면은 절대 잊을수 없는맛첫방문인데 주방을 보고 또 놀랐어요너무 깔끔해서요주방이 오픈형이면 그만큼 자신이 있다는 말이겠죠송천동서 일부러 찾아가서 먹는집이랍니다,1,정말 맛있다 요가 성비 짱 성품 최 곱다 사이드 메뉴 쫄면 절대 잊다 없다 맛 방문 주방 보고 깔끔하다 주방 오픈 이면 말다 송천동 일부러 찾아가다 먹다 지다,1,0.735971352,1
배터지는생돈까스아중,1146649412,2022-12-27,맛있게 잘먹었습니다,1,맛있다 먹다,1,0.98595506,1
배터지는생돈까스아중,1146649412,2022-11-25,진짜 배터지게 잘 먹었어요,1,진짜 배 터지다 자다 먹다,1,0.94909495,1
배터지는생돈까스아중,1146649412,2022-10-13,가성비가 좋고 다양하고 맛있어서 직원이랑 점심 먹을때 한번씩 먹어요 ㅎㅎ 쫄면이랑 돈까스를 같이 먹을 수 있는게 큰 메리트 같아요,1,가성 비 좋다 다양하다 맛있다 직원 점심 먹다 한번 먹다 쫄면 돈까스 먹다 수 크다 메리트,1,0.960954614,1
배터지는생돈까스아중,1146649412,2022-09-13,포장해봐서 든든하게 잘 먹었습니다포장이 깔끔하고 골고루 있어서 가성비가 좋네요,1,포장 해보다 든든하다 자다 먹다 포장 깔끔하다 가성 비 좋다,1,0.903154058,1
배터지는생돈까스아중,1146649412,2022-11-09,굿,1,굿,1,0.614482538,1
오선모옛날김밥,1375980158,2025-10-11,전국적으로 유명한 당근듬뿍 김밥 판매 식당입니다폐업시 뉴스에 나올 정도였는데 재개장을 하여 방문했습니다당근이 듬뿍 든 김밥4000원 단일 메뉴만 판매하며 포장만 가능합니다주차장이 별도로 없어 식당이 위치한 이면도로 또는 길 건너 공원 주차장협소를 이용해야 합니다11시쯤 방문했는데 김밥 받기까지 10분이 안걸렸어요식당 안에 들어서면 초입에 있는 카드단말기에 스스로 결제하고 김밥 싸는 곳으로 가셔서 구매 수량과 영수증을 제출하면됩니다당근 단무지 등 일반적인 재료인데 두고두고 생각나요당근은 아삭함과 향을 더하고 마늘맛과 향이이 지배적이에요처음엔 뭐가 맛있지 하다가 먹고나서 계속 생각나요 훌륭해요처음 2분이서 하실 땐 시간이 걸렸는데 베테랑이 오셔서 속도가 빨라졌어요,1,전국 유명하다 당근 듬뿍 김밥 판매 식당 이다 폐업 시 뉴스 나오다 정도 이다 재개 하다 방문 하다 당근 듬뿍 들다 김밥 단일 메뉴 판매 하다 포장 가능하다 주차 별도 없다 식당 위치 이면 도로 길 건너 공원 주차장 협소 이용 하다 하다 방문 하다 김밥 받다 걸리다 식당 안 들어서다 초입 카드 단말기 스스로 결제 김밥 싸다 곳 갈다 구매 수량 영수증 제출 하다 되다 당근 단무지 일반 재료 두고두고 생각나다 당근 삭함 향 더하다 마늘 맛 향 이이 지배 처음 뭐 맛있다 하다 먹다 계속 생각나다 훌륭하다 처음 하다 땐 걸리다 베테 오다 속도 빨르다,1,0.588297913,1
오선모옛날김밥,1375980158,2025-10-28,당근김밥 너무 맛있네요슴슴하면서도 마늘향과 다시마맛이 납니다건강한 음식이라는 필이 팍 오고요 평소 단백하고 깔끔한 음식 즐겨 먹는다면 추천합니다초딩입맛 자극적인 단짠 조미료에 길들여진 분들은 아예 먹지 마시길괜시리 맛없다고 할테니암튼 깔끔한 김밥 원하시는 분들은 함 들려보시길강추합니다,1,당근 김밥 맛있다 슴슴 하다 마늘 향 다시마 맛 나다 건강하다 음식 필 고요 평소 단백 깔끔하다 음식 즐기다 먹다 추천 하다 초딩 입맛 자극 단 짜다 조미료 길들이다 분 아예 먹다 말다 괜 시리 맛없다 하다 깔끔하다 김밥 원하다 분 함 들다 보시 길강 추하다,1,0.59595456,1
오선모옛날김밥,1375980158,2025-10-07,카드 결제도 셀프로 해야 되는 곳이니 만큼 전화 걸어서 예약 주문은 안되니 전화 걸지말고 오후1시까지는 그냥 근처 공원이나 길가에 주차 후 찾아가서 구매하시는게 좋아요김밤 기다리면서 전화 받는 모습을 받는데 전화 받자마자 오세요 오세요 오세요 이러곤 끊는게 다 였습니다김밥 30줄50줄만 미리 전화 예약 받는 답니다맛은 마늘맛이 많이 나는 김밥인데 맛있어요,1,카드 결제 셀프 하다 되다 곳 전화 걸다 예약 주문 안되다 전화 걸다 오후 그냥 근처 공원 길가 주차 후 찾아가다 구매 하다 좋다 김밤 기다리다 전화 받다 모습 받다 전화 받다 오다 오다 오다 이르다 끊다 이다 김밥 줄 줄 미리 전화 예약 받다 답니 맛 마늘 맛 김밥 맛있다,0,0.558452553,0
오선모옛날김밥,1375980158,2025-08-22,운이 좋은날평일 12시 10분전에 갔는데 줄안서고 사왔어요더워서 그런가 평일이라 그런가 운이좋아서 그런가주차도 앞에바로하고 정말 운이 좋은날인가봐요당근김밥 먹은날너무 맛있어요,1,운 좋다 날 평일 가다 주다 서고 사오다 덥다 런가 평일 런가 운 좋다 가주 차도 앞 정말 운 좋다 날인 가보다 당근 김밥 먹다 날 맛있다,1,0.839132806,1
오선모옛날김밥,1375980158,2025-11-07,주기적으로 꼬옥 먹어줘야해요 리뷰 쓰는 이 순간에도 먹고싶어요 갓선모,1,기적 먹어주다 야하다 리뷰 쓰다 순간 먹다 선모,1,0.55162092,1
오선모옛날김밥,1375980158,2025-09-30,당근을 안 좋아하지만 지인이 전주 놀러와서 전주만의 맛을 알려주기 위해 샀는데 볶은듯 찐듯 당근의 식감도 살리고 사르르 녹는 느낌이에요ㅎ 마늘물을 넣고 하시는지는 모르겠지만 뭔가 매콤 찡끗한 맛이 있어서 앉아서 여러줄 먹을 수 있을거 같아요 ㅎㅎ 아이들도 호불호 없이 잘 먹을거 같아요 ㅎ,1,당근 안 좋아하다 지인 전주 놀러와 전주 맛 알다 위해 사다 볶다 찌다 당근 식 감다 살리다 사르르 녹다 느낌 마늘 물 넣다 하다 모르다 뭔가 매콤 맛 앉다 줄 먹다 수 호불호 자다 먹다,1,0.722794427,1
